
82.8,37.664041994750654,3.331825457467106,1,1,2,0,0,1,-0.34533005910527154,4,1,2,0,0,5,
80.0,37.664041994750654,3.331825457467106,1,1,2,0,0,1,-0.34533005910527154,4,1,2,0,0,5,
82.0,37.664041994750654,3.331825457467106,1,1,2,0,0,1,-0.34533005910527154,4,1,2,0,0,5,
82.19999999999999,37.664041994750654,3.331825457467106,1,1,2,0,0,1,-0.34533005910527154,4,1,2,0,0,5,
78.8,37.664041994750654,3.331825457467106,1,1,2,0,0,1,-0.34533005910527154,4,1,2,0,0,5,
80.30000000000001,37.664041994750654,3.331825457467106,1,1,2,0,0,1,-0.34533005910527154,4,1,2,0,0,5,
83.2,37.664041994750654,3.331825457467106,1,1,2,0,0,1,-0.34533005910527154,4,1,2,0,0,5,
81.39999999999999,37.664041994750654,3.331825457467106,1,1,2,0,0,1,-0.34533005910527154,4,1,2,0,0,5,
82.19999999999999,37.664041994750654,3.331825457467106,1,1,2,0,0,1,-0.34533005910527154,4,1,2,0,0,5,
81.39999999999999,37.664041994750654,3.331825457467106,1,1,2,0,0,1,-0.34533005910527154,4,1,2,0,0,5,
